68.555	138.997
67.417	137.741
67.469	137.509
110.508	143.139
104.632	147.790
110.080	144.320
101.824	148.966
99.317	148.546
88.941	144.457
76.410	141.911
70.863	140.329
68.270	139.427
66.872	137.884
67.043	137.123
72.073	133.973
74.729	133.081
77.558	133.739
89.293	135.236
100.052	139.287
106.364	140.756
108.852	141.635
110.453	143.088
110.087	143.409
80.167	107.420
80.373	103.974
79.328	96.808
73.768	82.022
64.404	68.496
55.704	59.228
45.932	52.592
47.318	52.130
51.237	52.046
58.084	54.046
65.042	57.823
70.069	62.388
74.107	68.572
75.987	74.567
81.092	93.284
80.435	89.260
80.847	97.529
84.173	94.459
99.323	74.093
88.500	89.227
103.796	68.071
108.534	63.000
121.616	52.967
124.791	52.049
127.082	52.346
134.004	53.149
142.431	54.503
149.788	54.125
154.785	53.936
153.586	53.844
155.009	54.011
155.435	54.321
155.523	54.918
153.653	56.500
150.707	56.984
133.861	60.635
121.313	66.109
110.174	74.539
93.668	89.556
82.789	102.309
84.066	107.069
87.811	109.389
94.220	111.432
109.549	115.370
117.464	117.931
120.189	117.526
120.286	118.888
116.288	122.609
110.878	121.687
103.450	118.557
96.982	116.382
88.966	113.483
85.352	114.651
84.574	116.600
83.624	119.413
84.572	127.604
83.244	128.047
83.517	128.798
82.462	120.680
71.682	109.304
79.795	112.590
52.689	105.586
63.433	107.135
49.240	105.016
47.772	103.288
47.549	102.964
49.084	101.602
52.674	99.166
59.149	98.598
71.020	104.329
74.853	105.892
80.095	107.399
79.705	106.767
79.871	103.995
78.841	96.934
73.322	82.256
64.014	68.811
55.377	59.611
44.815	52.438
47.231	51.631
51.303	51.544
58.276	53.581
65.333	57.412
70.453	62.061
74.564	68.356
76.465	74.420
80.924	89.147
81.594	93.258
81.418	96.322
83.809	94.115
88.103	88.922
98.919	73.798
103.411	67.750
108.197	62.629
121.386	52.513
124.753	51.540
127.143	51.850
142.458	54.001
134.073	52.653
149.757	53.626
153.586	53.343
154.884	53.442
155.241	53.561
155.902	54.049
156.058	55.120
153.870	56.971
150.800	57.475
134.016	61.113
121.567	66.543
110.494	74.924
94.028	89.905
83.340	102.434
84.498	106.748
88.021	108.931
94.359	110.952
109.688	114.890
117.506	117.419
120.282	117.007
120.679	117.368
120.802	119.091
116.447	123.144
110.737	122.170
103.273	119.025
96.817	116.854
88.957	114.012
85.729	115.054
85.043	116.773
84.133	119.467
85.095	127.768
83.335	129.759
82.753	128.161
81.970	120.786
79.393	112.966
71.524	109.780
63.334	107.626
52.612	106.080
47.374	103.593
48.978	105.479
46.887	102.883
48.777	101.206
52.501	98.680
59.242	98.088
71.223	103.872
79.633	106.746
75.017	105.419
79.243	106.114
79.368	104.017
78.354	97.059
72.876	82.490
63.624	69.126
55.051	59.993
43.698	52.283
47.145	51.133
51.369	51.043
58.468	53.116
65.625	57.002
70.837	61.734
75.020	68.141
76.943	74.272
81.412	89.034
82.096	93.232
81.988	95.115
83.445	93.770
87.707	88.616
98.515	73.504
103.027	67.429
107.860	62.257
121.157	52.059
124.714	51.030
127.204	51.354
134.141	52.158
142.486	53.499
149.725	53.127
153.587	52.841
154.983	52.949
155.472	53.111
156.369	53.782
156.593	55.323
154.088	57.442
150.894	57.966
134.170	61.591
110.813	75.309
121.822	66.978
94.388	90.253
83.891	102.558
88.232	108.474
84.929	106.427
94.497	110.471
109.827	114.409
117.548	116.907
120.442	116.478
121.164	117.133
121.317	119.294
116.607	123.678
110.596	122.653
103.096	119.493
96.652	117.326
88.948	114.540
86.107	115.458
85.512	116.946
84.643	119.521
85.617	127.933
83.153	130.720
82.262	128.274
81.479	120.892
78.991	113.343
71.366	110.255
63.234	108.117
52.536	106.575
48.716	105.943
46.976	103.897
46.225	102.802
48.469	100.811
52.328	98.193
59.335	97.577
71.426	103.415
75.181	104.946
79.171	106.093
79.739	106.180
68.037	137.680
72.504	134.883
74.779	134.119
77.380	134.725
89.050	136.214
99.761	140.246
106.083	141.718
108.329	142.511
109.340	143.429
109.256	143.660
104.167	146.901
101.704	147.932
99.586	147.577
89.226	143.494
76.647	140.939
71.165	139.375
68.840	138.567
68.087	137.736
67.485	137.436
72.289	134.428
74.754	133.600
89.171	135.725
77.469	134.232
99.907	139.767
106.224	141.237
108.590	142.073
109.924	143.284
109.668	143.990
104.399	147.345
101.764	148.449
99.451	148.061
89.084	143.975
76.529	141.425
71.014	139.852
68.555	138.997
67.417	137.741
67.469	137.509
110.508	143.139
110.080	144.320
104.632	147.790
101.824	148.966
99.317	148.546
88.941	144.457
70.863	140.329
76.410	141.911
68.270	139.427
66.872	137.884
67.043	137.123
72.073	133.973
74.729	133.081
77.558	133.739
100.052	139.287
89.293	135.236
106.364	140.756
110.453	143.088
108.852	141.635
110.087	143.409
80.167	107.420
79.328	96.808
80.373	103.974
64.404	68.496
73.768	82.022
55.704	59.228
45.932	52.592
47.318	52.130
51.237	52.046
58.084	54.046
65.042	57.823
70.069	62.388
74.107	68.572
75.987	74.567
80.435	89.260
81.092	93.284
80.847	97.529
84.173	94.459
88.500	89.227
99.323	74.093
103.796	68.071
108.534	63.000
121.616	52.967
124.791	52.049
127.082	52.346
134.004	53.149
142.431	54.503
149.788	54.125
153.586	53.844
154.785	53.936
155.009	54.011
155.435	54.321
155.523	54.918
153.653	56.500
150.707	56.984
133.861	60.635
121.313	66.109
110.174	74.539
93.668	89.556
82.789	102.309
84.066	107.069
87.811	109.389
94.220	111.432
109.549	115.370
117.464	117.931
120.189	117.526
120.286	118.888
116.288	122.609
110.878	121.687
103.450	118.557
96.982	116.382
88.966	113.483
85.352	114.651
84.574	116.600
83.624	119.413
84.572	127.604
83.517	128.798
83.244	128.047
82.462	120.680
79.795	112.590
71.682	109.304
63.433	107.135
52.689	105.586
49.240	105.016
47.772	103.288
47.549	102.964
49.084	101.602
52.674	99.166
59.149	98.598
71.020	104.329
74.853	105.892
80.095	107.399
79.705	106.767
79.871	103.995
78.841	96.934
73.322	82.256
64.014	68.811
55.377	59.611
44.815	52.438
47.231	51.631
51.303	51.544
58.276	53.581
65.333	57.412
74.564	68.356
70.453	62.061
76.465	74.420
80.924	89.147
81.594	93.258
81.418	96.322
83.809	94.115
88.103	88.922
98.919	73.798
103.411	67.750
108.197	62.629
121.386	52.513
124.753	51.540
127.143	51.850
134.073	52.653
142.458	54.001
149.757	53.626
153.586	53.343
154.884	53.442
155.241	53.561
155.902	54.049
156.058	55.120
153.870	56.971
150.800	57.475
134.016	61.113
121.567	66.543
110.494	74.924
83.340	102.434
94.028	89.905
84.498	106.748
88.021	108.931
94.359	110.952
109.688	114.890
117.506	117.419
120.282	117.007
120.802	119.091
120.679	117.368
116.447	123.144
110.737	122.170
103.273	119.025
96.817	116.854
88.957	114.012
85.729	115.054
85.043	116.773
84.133	119.467
85.095	127.768
83.335	129.759
82.753	128.161
81.970	120.786
79.393	112.966
71.524	109.780
63.334	107.626
52.612	106.080
48.978	105.479
47.374	103.593
46.887	102.883
48.777	101.206
52.501	98.680
59.242	98.088
71.223	103.872
75.017	105.419
79.633	106.746
79.243	106.114
79.368	104.017
78.354	97.059
72.876	82.490
63.624	69.126
55.051	59.993
43.698	52.283
47.145	51.133
51.369	51.043
58.468	53.116
65.625	57.002
70.837	61.734
75.020	68.141
76.943	74.272
81.412	89.034
82.096	93.232
81.988	95.115
83.445	93.770
87.707	88.616
98.515	73.504
103.027	67.429
107.860	62.257
127.204	51.354
121.157	52.059
124.714	51.030
134.141	52.158
142.486	53.499
149.725	53.127
153.587	52.841
154.983	52.949
155.472	53.111
156.369	53.782
154.088	57.442
156.593	55.323
150.894	57.966
134.170	61.591
121.822	66.978
110.813	75.309
94.388	90.253
84.929	106.427
83.891	102.558
88.232	108.474
94.497	110.471
109.827	114.409
117.548	116.907
120.442	116.478
121.164	117.133
121.317	119.294
116.607	123.678
110.596	122.653
103.096	119.493
96.652	117.326
88.948	114.540
86.107	115.458
85.512	116.946
84.643	119.521
85.617	127.933
83.153	130.720
82.262	128.274
81.479	120.892
78.991	113.343
71.366	110.255
63.234	108.117
52.536	106.575
48.716	105.943
46.976	103.897
46.225	102.802
48.469	100.811
52.328	98.193
59.335	97.577
71.426	103.415
75.181	104.946
79.171	106.093
79.739	106.180
